date,temperature,humidity,wind_speed,pressure,precipitation,cloud_cover,day_of_year,year,month,day_sin,day_cos,temp_roll_7,temp_roll_30,temp_lag_1,temp_lag_7
2014-01-22,3.2,78.3,6.8,1016.3,0.0,61.7,22,2014,1,0.3697245428906731,0.9291414114031743,2.6571428571428575,3.0090909090909093,8.2,-1.8
2014-01-23,4.1,68.1,3.4,1025.4,7.9,88.2,23,2014,1,0.38566340624360707,0.9226395488404876,2.9857142857142853,3.0565217391304347,3.2,1.8
2014-01-24,-0.3,77.8,2.0,1023.5,0.0,78.1,24,2014,1,0.401487989205973,0.9158642882672872,2.871428571428571,2.9166666666666665,4.1,0.5
2014-01-25,2.5,73.3,2.3,1023.7,2.4,78.1,25,2014,1,0.4171936026123168,0.9088176373395029,2.585714285714286,2.9,-0.3,4.5
2014-01-26,4.5,73.9,12.8,1015.5,0.0,68.8,26,2014,1,0.4327755925504312,0.901501684131884,3.1000000000000005,2.9615384615384617,2.5,0.9
2014-01-27,0.8,73.8,3.3,1024.2,1.3,100.0,27,2014,1,0.4482293417404106,0.893918596519257,3.2857142857142856,2.8814814814814813,4.5,-0.5
2014-01-28,5.5,72.5,11.1,1021.7,0.0,71.4,28,2014,1,0.4635502709028509,0.886070621534138,2.9,2.975,0.8,8.2
2014-01-29,2.7,79.1,6.3,1021.8,3.5,98.3,29,2014,1,0.47873384011578846,0.8779600847008882,2.8285714285714287,2.9655172413793105,5.5,3.2
2014-01-30,3.7,72.6,4.2,1017.2,0.0,73.1,30,2014,1,0.49377555015997715,0.869589389346611,2.7714285714285714,2.99,2.7,4.1
2014-01-31,2.9,67.3,2.6,1019.9,0.0,49.2,31,2014,1,0.5086709438521044,0.8609610158889943,3.2285714285714286,2.9366666666666665,3.7,-0.3
2014-02-01,10.3,70.8,8.0,1006.1,0.0,70.3,32,2014,2,0.5234156073655503,0.8520775211013093,4.3428571428571425,3.193333333333334,2.9,2.5
2014-02-02,4.9,73.5,10.2,1026.9,0.0,62.9,33,2014,2,0.5380051715382996,0.8429415373547828,4.4,3.19,10.3,4.5
2014-02-03,1.8,78.6,8.6,1016.6,0.0,69.1,34,2014,2,0.5524353131676196,0.8335557718385699,4.542857142857143,2.9966666666666666,4.9,0.8
2014-02-04,7.6,75.4,1.5,1015.0,1.4,95.7,35,2014,2,0.5667017562911176,0.8239230057575542,4.8428571428571425,3.1733333333333333,1.8,5.5
2014-02-05,1.6,68.0,3.3,1013.1,0.0,64.5,36,2014,2,0.5808002734538009,0.8140460935082178,4.685714285714285,3.1466666666666665,7.6,2.7
2014-02-06,6.0,84.5,3.6,1020.9,0.0,63.4,37,2014,2,0.5947266869607634,0.8039279618328213,5.014285714285714,3.0866666666666664,1.6,3.7
2014-02-07,-0.4,73.2,0.7,1023.3,1.7,100.0,38,2014,2,0.6084768701151261,0.7935716089521474,4.542857142857144,2.8933333333333335,6.0,2.9
2014-02-08,1.6,78.1,7.0,1018.2,0.0,76.8,39,2014,2,0.6220467484408675,0.7829801036770629,3.3,2.89,-0.4,10.3
2014-02-09,6.3,70.8,7.7,1005.7,0.0,57.8,40,2014,2,0.6354323008901774,0.7721565844991642,3.5,2.94,1.6,4.9
2014-02-10,8.1,74.1,7.6,1012.9,0.0,64.1,41,2014,2,0.6486295610349814,0.7611042586607747,4.3999999999999995,3.15,6.3,1.8
2014-02-11,6.5,75.4,6.7,1019.5,0.0,56.9,42,2014,2,0.6616346182422783,0.7498264012045686,4.242857142857143,3.3033333333333337,8.1,7.6
2014-02-12,5.8,77.2,3.9,1018.8,3.9,85.6,43,2014,2,0.6744436188329455,0.7383263540031065,4.8428571428571425,3.3633333333333337,6.5,1.6
2014-02-13,5.4,76.2,2.5,1017.6,18.2,98.2,44,2014,2,0.6870527672236669,0.7266075247685656,4.757142857142857,3.623333333333333,5.8,6.0
2014-02-14,2.0,75.1,3.9,1017.4,2.5,97.1,45,2014,2,0.699458327051647,0.7146733860429609,5.1,3.75,5.4,-0.4
2014-02-15,4.4,69.0,6.3,1010.4,1.2,85.6,46,2014,2,0.7116566222817746,0.7025274741691571,5.5,3.8366666666666664,2.0,1.6
2014-02-16,5.4,67.5,11.8,1022.6,0.0,45.0,47,2014,2,0.7236440382959124,0.6901733882429719,5.371428571428572,4.0,4.4,6.3
2014-02-17,10.1,71.8,5.3,1008.3,0.9,96.4,48,2014,2,0.7354170229639855,0.6776147890466889,5.657142857142857,4.1866666666666665,5.4,8.1
2014-02-18,8.1,74.6,5.2,1015.4,0.0,61.0,49,2014,2,0.7469720876965552,0.6648553979642865,5.885714285714285,4.426666666666667,10.1,6.5
2014-02-19,1.9,68.7,0.7,1014.4,0.0,51.2,50,2014,2,0.7583058084785624,0.6518989958787126,5.328571428571428,4.506666666666666,8.1,5.8
2014-02-20,8.3,74.9,6.6,1021.3,0.0,77.7,51,2014,2,0.7694148268839378,0.6387494220515272,5.742857142857143,4.510000000000001,1.9,5.4
2014-02-21,6.4,76.6,12.4,1020.2,29.8,86.9,52,2014,2,0.7802958510707755,0.6254105729852463,6.371428571428572,4.616666666666666,8.3,2.0
2014-02-22,5.7,64.6,4.6,1015.9,3.7,90.2,53,2014,2,0.7909456567567772,0.6118864012687243,6.557142857142857,4.67,6.4,4.4
2014-02-23,9.7,64.8,4.3,1019.1,0.0,39.8,54,2014,2,0.8013610881746766,0.5981809144059165,7.171428571428572,5.003333333333333,5.7,5.4
2014-02-24,11.1,68.1,3.7,1007.5,2.2,73.7,55,2014,2,0.8115390590073611,0.5842981736283684,7.314285714285715,5.29,9.7,10.1
2014-02-25,11.0,70.1,8.2,1014.6,0.0,64.9,56,2014,2,0.8214765533024142,0.5702422926917871,7.728571428571429,5.506666666666666,11.1,8.1
2014-02-26,5.8,65.7,0.7,1012.3,0.0,52.4,57,2014,2,0.8311706263658079,0.5560174366570446,8.285714285714286,5.673333333333333,11.0,1.9
2014-02-27,7.6,74.9,11.1,1021.8,2.0,83.2,58,2014,2,0.8406184056344782,0.5416278206559814,8.185714285714287,5.743333333333333,5.8,8.3
2014-02-28,9.7,70.0,4.2,1017.5,0.0,69.5,59,2014,2,0.8498170915275278,0.5270777086423722,8.657142857142857,5.9766666666666675,7.6,6.4
2014-03-01,11.8,67.9,6.7,1017.8,13.0,91.6,60,2014,3,0.8587639582758029,0.5123714121284237,9.528571428571428,6.246666666666667,9.7,5.7
2014-03-02,7.6,60.3,8.7,1013.9,0.0,29.0,61,2014,3,0.8674563547295969,0.49751328890718066,9.228571428571428,6.403333333333333,11.8,9.7
2014-03-03,8.7,60.7,2.2,1019.9,2.9,90.3,62,2014,3,0.8758917051442429,0.48250774176121847,8.885714285714284,6.35,7.6,11.1
2014-03-04,6.1,68.4,4.9,1011.9,0.0,47.8,63,2014,3,0.8840675099433636,0.4673592171580022,8.185714285714285,6.39,8.7,11.0
2014-03-05,6.0,56.1,4.1,1012.6,0.0,29.0,64,2014,3,0.8919813464595485,0.45207220393230435,8.214285714285714,6.53,6.1,5.8
2014-03-06,12.2,71.6,1.8,1013.5,1.0,83.4,65,2014,3,0.8996308696522433,0.43665123195606403,8.87142857142857,6.683333333333334,6.0,7.6
2014-03-07,14.1,65.5,10.1,1008.8,1.1,85.1,66,2014,3,0.9070138128026359,0.4211008707960896,9.5,7.1,12.2,9.7
2014-03-08,10.0,82.3,3.8,1019.1,5.9,100.0,67,2014,3,0.9141279881853337,0.40542572835999735,9.242857142857144,7.233333333333333,14.1,11.8
2014-03-09,13.4,77.4,1.7,1011.4,0.0,51.0,68,2014,3,0.9209712877166346,0.38963044953078796,10.071428571428571,7.6933333333333325,10.0,7.6
2014-03-10,11.6,64.7,5.2,1009.3,7.6,70.6,69,2014,3,0.9275416835791966,0.37371971479046906,10.485714285714286,8.026666666666667,13.4,8.7
2014-03-11,8.8,64.8,1.3,1010.0,0.0,47.2,70,2014,3,0.9338372288229252,0.35769823883312546,10.871428571428572,8.11,11.6,6.1
2014-03-12,12.0,70.1,3.4,1018.0,0.0,53.1,71,2014,3,0.9398560579418954,0.3415707691678556,11.728571428571428,8.24,8.8,6.0
2014-03-13,15.7,73.4,6.2,999.9,0.0,71.0,72,2014,3,0.9455963874271426,0.3253420847119801,12.22857142857143,8.546666666666665,12.0,12.2
2014-03-14,11.2,56.4,1.1,1009.8,0.0,42.3,73,2014,3,0.9510565162951535,0.30901699437494745,11.814285714285713,8.726666666666667,15.7,14.1
2014-03-15,16.2,55.5,7.9,1019.4,5.0,82.9,74,2014,3,0.9562348265919056,0.29260033563334836,12.7,9.086666666666666,11.2,10.0
2014-03-16,3.9,61.0,5.4,1016.8,0.0,62.0,75,2014,3,0.9611297838723007,0.27609697309746883,11.342857142857143,9.15,16.2,13.4
2014-03-17,14.4,66.8,8.7,1016.9,0.0,62.4,76,2014,3,0.9657399376548549,0.2595117970697999,11.742857142857142,9.483333333333333,3.9,11.6
2014-03-18,12.4,66.1,8.6,1016.4,0.0,25.4,77,2014,3,0.9700639218515071,0.2428497220959356,12.257142857142856,9.716666666666667,14.4,8.8
2014-03-19,11.4,68.7,3.4,1013.8,0.0,55.7,78,2014,3,0.9741004551724205,0.22611568550828828,12.171428571428569,9.76,12.4,12.0
2014-03-20,12.8,57.1,3.4,1005.8,0.0,45.5,79,2014,3,0.9778483415056568,0.20931464596304847,11.757142857142856,9.916666666666666,11.4,15.7
2014-03-21,6.8,51.3,7.1,1010.5,0.0,40.8,80,2014,3,0.9813064702716093,0.19245158197082998,11.12857142857143,10.08,12.8,11.2
2014-03-22,12.3,66.9,1.9,1007.6,0.0,36.1,81,2014,3,0.9844738167520922,0.1755314904214282,10.571428571428571,10.213333333333333,6.8,16.2
2014-03-23,14.2,58.2,1.9,1015.8,0.0,40.6,82,2014,3,0.9873494423939864,0.15855938510313475,12.042857142857143,10.473333333333333,12.3,3.9
2014-03-24,17.8,52.0,3.0,1015.0,3.3,58.4,83,2014,3,0.989932495087353,0.141540295217043,12.528571428571428,10.876666666666667,14.2,14.4
2014-03-25,12.0,62.6,1.4,1010.1,0.0,43.3,84,2014,3,0.9922222094179323,0.12447926388678915,12.471428571428572,10.953333333333331,17.8,12.4
2014-03-26,11.3,65.6,1.7,1014.4,7.9,83.0,85,2014,3,0.994217906893952,0.10738134666416309,12.457142857142859,10.96,12.0,11.4
2014-03-27,12.5,60.7,1.7,1014.3,0.0,43.3,86,2014,3,0.995918996147179,0.09025161003104117,12.414285714285715,11.01,11.3,12.8
2014-03-28,16.9,58.8,3.9,1012.4,0.0,40.3,87,2014,3,0.9973249731081555,0.07309512989807777,13.857142857142858,11.379999999999999,12.5,6.8
2014-03-29,15.4,60.0,3.7,1009.0,0.0,48.1,88,2014,3,0.9984354211555643,0.055916990100603484,14.3,11.639999999999999,16.9,12.3
2014-03-30,13.0,58.7,9.6,1022.2,0.0,43.8,89,2014,3,0.9992500112396835,0.03872228089217446,14.12857142857143,11.75,15.4,14.2
2014-03-31,16.3,53.6,3.9,1015.7,0.0,45.6,90,2014,3,0.9997685019798909,0.021516097436222254,13.914285714285715,11.9,13.0,17.8
2014-04-01,15.3,56.5,4.6,1013.2,0.0,42.3,91,2014,4,0.9999907397361901,0.004303538296244289,14.385714285714286,12.156666666666666,16.3,12.0
2014-04-02,18.1,62.4,15.1,1008.9,0.0,36.7,92,2014,4,0.9999166586547379,-0.01291029607500882,15.35714285714286,12.47,15.3,11.3
2014-04-03,13.3,61.2,0.4,1009.7,0.0,40.8,93,2014,4,0.9995462806873573,-0.030120304846908114,15.471428571428572,12.71,18.1,12.5
2014-04-04,14.6,60.1,5.8,1015.2,0.0,46.8,94,2014,4,0.9988797155850336,-0.04732138832243185,15.142857142857142,12.996666666666666,13.3,16.9
2014-04-05,14.6,54.1,4.2,1010.8,0.0,39.6,95,2014,4,0.9979171608653922,-0.06450844944931623,15.028571428571428,13.076666666666666,14.6,15.4
2014-04-06,11.6,57.9,6.2,1015.3,0.0,33.7,96,2014,4,0.9966589017541702,-0.08167639533042241,14.828571428571427,12.993333333333334,14.6,13.0
2014-04-07,17.1,47.6,3.1,1002.4,0.0,44.4,97,2014,4,0.9951053111006976,-0.09882013873287143,14.942857142857141,13.229999999999999,11.6,16.3
2014-04-08,17.2,59.2,3.9,1009.2,0.0,52.3,98,2014,4,0.9932568492674143,-0.11593459959550041,15.214285714285714,13.356666666666666,17.1,15.3
2014-04-09,16.7,65.1,11.4,1011.6,0.0,49.1,99,2014,4,0.9911140639934547,-0.1330147065341959,15.014285714285714,13.526666666666667,17.2,18.1
2014-04-10,16.2,50.4,7.0,1017.3,4.7,68.7,100,2014,4,0.9886775902323405,-0.1500553983446526,15.428571428571429,13.773333333333333,16.7,13.3
2014-04-11,12.8,54.6,4.0,1009.5,0.0,33.8,101,2014,4,0.9859481499638304,-0.16705162550211924,15.171428571428573,13.8,16.2,14.6
2014-04-12,16.0,58.9,2.6,1005.1,0.0,57.4,102,2014,4,0.9829265519799822,-0.18399835165768005,15.37142857142857,13.81,12.8,14.6
2014-04-13,16.4,63.3,1.9,1014.5,0.0,73.9,103,2014,4,0.9796136916454901,-0.20089055513063506,16.057142857142857,13.983333333333333,16.0,11.6
2014-04-14,15.3,54.5,3.3,1012.5,0.0,38.0,104,2014,4,0.9760105506323683,-0.21772323039653177,15.8,13.953333333333335,16.4,17.1
2014-04-15,17.4,53.0,4.3,1003.2,0.0,55.3,105,2014,4,0.9721181966290613,-0.23449138957040985,15.828571428571427,14.403333333333332,15.3,17.2
2014-04-16,19.3,46.4,15.1,1002.5,0.0,27.8,106,2014,4,0.9679377830240642,-0.25119006388481935,16.2,14.566666666666666,17.4,16.7
2014-04-17,23.9,56.5,5.5,1005.3,0.0,41.2,107,2014,4,0.9634705485641488,-0.2678143051621742,17.3,14.95,19.3,16.2
2014-04-18,19.0,65.9,2.8,1010.6,0.0,70.3,108,2014,4,0.9587178169872964,-0.2843591872810034,18.185714285714287,15.203333333333331,23.9,12.8
2014-04-19,19.4,56.9,0.4,1017.7,0.0,45.7,109,2014,4,0.9536809966304457,-0.30081980763566735,18.67142857142857,15.423333333333334,19.0,16.0
2014-04-20,18.6,55.1,2.5,1005.8,2.2,82.0,110,2014,4,0.9483615800121715,-0.3171912885891061,18.985714285714284,15.816666666666666,19.4,16.4
2014-04-21,13.3,56.6,3.3,1016.5,2.0,73.9,111,2014,4,0.9427611433904207,-0.3334687789181868,18.7,15.85,18.6,15.3
2014-04-22,19.2,54.7,5.9,1001.1,3.5,56.7,112,2014,4,0.9368813462954315,-0.3496474552512284,18.957142857142856,16.016666666666666,13.3,17.4
2014-04-23,19.6,50.4,3.4,1012.5,0.0,63.8,113,2014,4,0.9307239310379795,-0.36572252349726897,19.0,16.076666666666668,19.2,19.3
2014-04-24,27.0,58.4,15.6,1014.5,7.4,76.2,114,2014,4,0.9242907221930933,-0.3816892202666588,19.442857142857143,16.576666666666668,19.6,23.9
2014-04-25,19.3,55.2,4.1,1011.6,0.0,46.7,115,2014,4,0.9175836260593937,-0.39754281428255595,19.485714285714288,16.843333333333334,27.0,19.0
2014-04-26,20.9,53.9,9.9,1006.7,0.0,36.6,116,2014,4,0.9106046300942162,-0.4132786077829042,19.7,17.123333333333335,19.3,19.4
2014-04-27,20.1,48.7,1.0,1016.6,0.0,46.5,117,2014,4,0.9033558023246845,-0.4288919379124835,19.914285714285715,17.23,20.9,18.6
2014-04-28,16.9,59.9,4.7,1013.8,1.8,86.9,118,2014,4,0.895839290734909,-0.4443781781046132,20.428571428571427,17.279999999999998,20.1,13.3
2014-04-29,24.0,56.4,2.5,1009.3,0.0,30.9,119,2014,4,0.8880573226294932,-0.45973273945210397,21.114285714285717,17.646666666666665,16.9,19.2
2014-04-30,23.0,50.1,10.1,1003.9,0.0,41.8,120,2014,4,0.8800122039735357,-0.47495107206704995,21.6,17.87,24.0,19.6
2014-05-01,23.3,57.7,3.6,1010.7,0.0,56.4,121,2014,5,0.8717063187093218,-0.4900286664290592,21.071428571428573,18.136666666666663,23.0,27.0
2014-05-02,18.4,49.9,11.6,1007.9,0.0,51.9,122,2014,5,0.8631421280499114,-0.5049610547215204,20.942857142857143,18.146666666666665,23.3,19.3
2014-05-03,25.5,48.3,7.8,1009.3,0.0,44.8,123,2014,5,0.854322169749827,-0.5197438121555155,21.599999999999998,18.553333333333335,18.4,20.9
2014-05-04,17.3,48.2,3.2,1012.1,0.0,45.5,124,2014,5,0.8452490573530633,-0.5343725582809786,21.2,18.64333333333333,25.5,20.1
2014-05-05,23.4,42.9,1.9,1014.2,0.0,27.5,125,2014,5,0.8359254794186372,-0.548842958284719,22.12857142857143,18.936666666666664,17.3,16.9
2014-05-06,28.4,53.9,2.7,1003.4,9.4,61.6,126,2014,5,0.8263541987239096,-0.5631507242749186,22.75714285714286,19.496666666666666,23.4,24.0
2014-05-07,19.0,42.2,3.9,1010.2,0.0,29.1,127,2014,5,0.8165380514459161,-0.5772916165517272,22.185714285714287,19.56,28.4,23.0
2014-05-08,20.5,45.0,7.8,1014.3,0.0,22.5,128,2014,5,0.8064799463209448,-0.5912614448635781,21.785714285714285,19.669999999999998,19.0,23.3
2014-05-09,22.6,40.5,4.8,1008.0,0.0,23.2,129,2014,5,0.7961828637826158,-0.6050560696488488,22.38571428571429,19.866666666666667,20.5,18.4
2014-05-10,21.0,50.3,8.8,1009.9,0.0,32.7,130,2014,5,0.7856498550787147,-0.6186714032625031,21.74285714285714,20.026666666666664,22.6,25.5
2014-05-11,18.0,49.8,12.3,1009.5,0.0,30.4,131,2014,5,0.7748840413670407,-0.6321034111873487,21.842857142857145,20.2,21.0,17.3
2014-05-12,23.0,48.7,5.0,1008.2,0.0,44.0,132,2014,5,0.7638886127905428,-0.6453481132295501,21.785714285714285,20.433333333333334,18.0,23.4
2014-05-13,19.8,44.9,2.1,1014.0,0.0,24.8,133,2014,5,0.7526668275320085,-0.6584015846980488,20.557142857142857,20.546666666666667,23.0,28.4
2014-05-14,24.5,44.1,6.4,1017.4,0.0,52.4,134,2014,5,0.7412220108485958,-0.6712599575675313,21.342857142857145,20.853333333333335,19.8,19.0
2014-05-15,20.5,52.1,16.7,1001.8,0.0,52.0,135,2014,5,0.7295575540864875,-0.6839194216246106,21.342857142857145,20.956666666666667,24.5,20.5
2014-05-16,28.1,46.8,9.1,1000.1,0.0,48.7,136,2014,5,0.717676913675962,-0.6963762255968722,22.12857142857143,21.25,20.5,22.6
2014-05-17,21.2,51.0,6.1,1009.2,0.0,34.1,137,2014,5,0.705583610107178,-0.7086266782644596,22.157142857142855,21.16,28.1,21.0
2014-05-18,22.8,44.8,2.3,1009.4,0.0,36.8,138,2014,5,0.6932812268869777,-0.7206671495538609,22.842857142857145,21.286666666666665,21.2,18.0
2014-05-19,26.3,49.9,4.2,1006.3,2.6,59.5,139,2014,5,0.6807734094770161,-0.7324940716135789,23.314285714285713,21.516666666666666,22.8,23.0
2014-05-20,20.3,55.4,1.1,1007.6,0.0,47.5,140,2014,5,0.6680638642135335,-0.7441039398713607,23.385714285714283,21.57333333333333,26.3,19.8
2014-05-21,24.8,51.6,1.8,1001.9,0.0,23.9,141,2014,5,0.6551563572090853,-0.7554933140726803,23.428571428571427,21.956666666666667,20.3,24.5
2014-05-22,28.2,46.4,6.5,1003.3,0.0,47.1,142,2014,5,0.6420547132365637,-0.766658819300159,24.52857142857143,22.256666666666664,24.8,20.5
2014-05-23,19.6,49.6,0.9,1014.8,0.0,33.2,143,2014,5,0.6287628145958344,-0.7775971469736269,23.314285714285713,22.256666666666664,28.2,28.1
2014-05-24,25.1,47.0,3.7,1008.4,0.0,40.0,144,2014,5,0.6152845999633276,-0.7883050558305255,23.871428571428574,22.193333333333335,19.6,21.2
2014-05-25,25.4,48.1,1.6,1011.2,0.0,42.9,145,2014,5,0.6016240632249226,-0.7987793728863649,24.24285714285714,22.396666666666665,25.1,22.8
2014-05-26,27.1,46.2,1.9,1000.9,0.0,30.7,146,2014,5,0.5877852522924732,-0.8090169943749473,24.357142857142858,22.603333333333335,25.4,26.3
2014-05-27,21.2,46.9,5.1,1017.1,0.0,28.9,147,2014,5,0.5737722679043246,-0.8190148866680801,24.485714285714288,22.64,27.1,20.3
2014-05-28,21.1,48.6,2.7,1007.2,0.0,37.4,148,2014,5,0.5595892624101765,-0.8287700871745038,23.957142857142856,22.779999999999998,21.2,24.8
2014-05-29,26.7,42.5,1.3,1009.5,0.0,40.5,149,2014,5,0.545240438540651,-0.8382797052177744,23.74285714285714,22.87,21.1,28.2
2014-05-30,26.1,42.2,3.1,1006.8,0.0,30.7,150,2014,5,0.5307300481619334,-0.8475409228928311,24.671428571428574,22.973333333333336,26.7,19.6
2014-05-31,26.1,40.2,1.3,1004.7,0.0,36.2,151,2014,5,0.5160623910158528,-0.8565509959010036,24.814285714285717,23.06666666666667,26.1,25.1
2014-06-01,26.5,39.0,11.2,1009.4,0.0,37.0,152,2014,6,0.5012418134457758,-0.865307254363206,24.97142857142857,23.336666666666666,26.1,25.4
2014-06-02,23.5,40.8,8.1,1011.7,0.0,28.9,153,2014,6,0.48627270710868997,-0.8738071036110808,24.457142857142856,23.27,26.5,27.1
2014-06-03,26.4,47.6,8.0,1020.8,0.0,36.4,154,2014,6,0.4711595076738638,-0.8820480249558537,25.2,23.573333333333334,23.5,21.2
2014-06-04,26.6,42.2,2.4,1010.4,0.0,33.6,155,2014,6,0.4559066935084588,-0.8900275764346767,25.985714285714288,23.680000000000003,26.4,21.1
2014-06-05,23.7,49.1,6.7,1011.8,0.0,50.5,156,2014,6,0.440518784350495,-0.8977433935342337,25.557142857142853,23.523333333333333,26.6,26.7
2014-06-06,31.5,46.6,5.7,1010.5,5.4,63.2,157,2014,6,0.42500033996955416,-0.9051931898913974,26.328571428571426,23.94,23.7,26.1
2014-06-07,27.5,36.5,2.6,1009.4,0.0,37.8,158,2014,6,0.4093559588156213,-0.9123747579707273,26.52857142857143,24.173333333333336,31.5,26.1
2014-06-08,22.5,49.5,4.6,1009.0,0.0,42.0,159,2014,6,0.39359027665646673,-0.9192859697186104,25.957142857142856,24.17,27.5,26.5
2014-06-09,28.2,50.2,1.0,1008.0,0.0,32.8,160,2014,6,0.3777079652039649,-0.9259247771938498,26.62857142857143,24.410000000000004,22.5,23.5
2014-06-10,23.4,41.0,1.9,1013.1,0.0,30.6,161,2014,6,0.36171373072976765,-0.9322892131745133,26.199999999999996,24.59,28.2,26.4
2014-06-11,28.7,48.0,4.5,1013.1,0.0,26.8,162,2014,6,0.3456123126707335,-0.9383773917408641,26.5,24.780000000000005,23.4,26.6
2014-06-12,29.9,41.6,3.3,998.0,0.0,18.1,163,2014,6,0.3294084822245304,-0.9441875088341993,27.38571428571429,25.116666666666667,28.7,23.7
2014-06-13,24.0,46.2,6.3,999.0,0.0,42.3,164,2014,6,0.3131070409358269,-0.9497178427914316,26.314285714285717,25.1,29.9,31.5
2014-06-14,29.4,39.4,2.7,1012.5,0.0,37.3,165,2014,6,0.29671281927349075,-0.9549667548552551,26.585714285714285,25.396666666666665,24.0,27.5
2014-06-15,27.8,36.6,3.7,1002.6,0.0,26.3,166,2014,6,0.28023067519921585,-0.9599326896597447,27.342857142857145,25.386666666666663,29.4,22.5
2014-06-16,29.1,43.6,4.8,997.6,0.0,34.1,167,2014,6,0.26366549272800704,-0.9646141756912435,27.471428571428568,25.65,27.8,28.2
2014-06-17,32.4,44.8,2.5,995.5,3.2,59.1,168,2014,6,0.24702218048093552,-0.9690098257244062,28.757142857142856,25.970000000000002,29.1,23.4
2014-06-18,26.0,43.4,3.6,1016.5,0.0,35.1,169,2014,6,0.23030567023061221,-0.9731183372332619,28.37142857142857,25.959999999999997,32.4,28.7
2014-06-19,24.6,39.4,5.7,1012.6,0.0,49.2,170,2014,6,0.21352091543979612,-0.9769384927771817,27.61428571428571,26.103333333333335,26.0,29.9
2014-06-20,24.2,43.3,13.3,1004.4,0.0,43.4,171,2014,6,0.19667288979357647,-0.980469160361632,27.642857142857142,26.083333333333332,24.6,24.0
2014-06-21,24.5,46.6,2.5,1004.5,0.0,35.8,172,2014,6,0.1797665857255624,-0.9837092937736097,26.942857142857147,25.96,24.2,29.4
2014-06-22,26.7,45.0,3.3,1007.4,1.0,63.3,173,2014,6,0.16280701293851715,-0.986657932891657,26.785714285714285,26.196666666666665,24.5,27.8
