date,temperature,humidity,wind_speed,pressure,precipitation,cloud_cover
2014-05-06,28.4,53.9,2.7,1003.4,9.4,61.6
2014-05-07,19.0,42.2,3.9,1010.2,0.0,29.1
2014-05-08,20.5,45.0,7.8,1014.3,0.0,22.5
2014-05-09,22.6,40.5,4.8,1008.0,0.0,23.2
2014-05-10,21.0,50.3,8.8,1009.9,0.0,32.7
2014-05-11,18.0,49.8,12.3,1009.5,0.0,30.4
2014-05-12,23.0,48.7,5.0,1008.2,0.0,44.0
2014-05-13,19.8,44.9,2.1,1014.0,0.0,24.8
2014-05-14,24.5,44.1,6.4,1017.4,0.0,52.4
2014-05-15,20.5,52.1,16.7,1001.8,0.0,52.0
2014-05-16,28.1,46.8,9.1,1000.1,0.0,48.7
2014-05-17,21.2,51.0,6.1,1009.2,0.0,34.1
2014-05-18,22.8,44.8,2.3,1009.4,0.0,36.8
2014-05-19,26.3,49.9,4.2,1006.3,2.6,59.5
2014-05-20,20.3,55.4,1.1,1007.6,0.0,47.5
2014-05-21,24.8,51.6,1.8,1001.9,0.0,23.9
2014-05-22,28.2,46.4,6.5,1003.3,0.0,47.1
2014-05-23,19.6,49.6,0.9,1014.8,0.0,33.2
2014-05-24,25.1,47.0,3.7,1008.4,0.0,40.0
2014-05-25,25.4,48.1,1.6,1011.2,0.0,42.9
2014-05-26,27.1,46.2,1.9,1000.9,0.0,30.7
2014-05-27,21.2,46.9,5.1,1017.1,0.0,28.9
2014-05-28,21.1,48.6,2.7,1007.2,0.0,37.4
2014-05-29,26.7,42.5,1.3,1009.5,0.0,40.5
2014-05-30,26.1,42.2,3.1,1006.8,0.0,30.7
2014-05-31,26.1,40.2,1.3,1004.7,0.0,36.2
2014-06-01,26.5,39.0,11.2,1009.4,0.0,37.0
2014-06-02,23.5,40.8,8.1,1011.7,0.0,28.9
2014-06-03,26.4,47.6,8.0,1020.8,0.0,36.4
2014-06-04,26.6,42.2,2.4,1010.4,0.0,33.6
2014-06-05,23.7,49.1,6.7,1011.8,0.0,50.5
2014-06-06,31.5,46.6,5.7,1010.5,5.4,63.2
2014-06-07,27.5,36.5,2.6,1009.4,0.0,37.8
2014-06-08,22.5,49.5,4.6,1009.0,0.0,42.0
2014-06-09,28.2,50.2,1.0,1008.0,0.0,32.8
2014-06-10,23.4,41.0,1.9,1013.1,0.0,30.6
2014-06-11,28.7,48.0,4.5,1013.1,0.0,26.8
2014-06-12,29.9,41.6,3.3,998.0,0.0,18.1
2014-06-13,24.0,46.2,6.3,999.0,0.0,42.3
2014-06-14,29.4,39.4,2.7,1012.5,0.0,37.3
2014-06-15,27.8,36.6,3.7,1002.6,0.0,26.3
2014-06-16,29.1,43.6,4.8,997.6,0.0,34.1
2014-06-17,32.4,44.8,2.5,995.5,3.2,59.1
2014-06-18,26.0,43.4,3.6,1016.5,0.0,35.1
2014-06-19,24.6,39.4,5.7,1012.6,0.0,49.2
2014-06-20,24.2,43.3,13.3,1004.4,0.0,43.4
2014-06-21,24.5,46.6,2.5,1004.5,0.0,35.8
2014-06-22,26.7,45.0,3.3,1007.4,1.0,63.3
2014-06-23,28.0,46.1,9.0,1010.8,0.0,32.3
2014-06-24,27.8,41.8,10.6,1005.1,0.0,17.7
2014-06-25,29.5,51.0,7.2,1001.8,0.0,36.1
2014-06-26,27.1,39.2,10.4,1012.6,0.0,35.9
2014-06-27,31.4,47.5,2.4,1004.7,0.0,28.2
2014-06-28,26.3,50.9,9.7,1006.4,0.0,38.1
2014-06-29,35.2,47.4,8.3,1005.8,0.0,26.2
2014-06-30,29.0,44.0,1.8,995.3,0.0,41.8
2014-07-01,24.5,42.4,3.7,1010.6,0.0,19.6
2014-07-02,23.9,50.2,0.5,1010.6,8.0,76.1
2014-07-03,28.5,37.9,5.4,999.3,0.0,38.2
2014-07-04,26.4,40.2,9.6,997.6,0.0,26.9
2014-07-05,29.2,43.0,3.2,1003.1,0.0,26.2
2014-07-06,28.5,51.2,2.0,1007.2,6.1,76.0
2014-07-07,26.8,47.0,1.9,1008.5,0.0,53.0
2014-07-08,24.5,40.3,4.8,1016.8,0.0,43.7
2014-07-09,22.5,43.6,7.1,1010.2,0.0,32.8
2014-07-10,25.6,42.1,13.5,1000.7,0.0,23.3
2014-07-11,29.5,41.7,0.5,1004.5,0.0,29.3
2014-07-12,27.6,50.1,12.4,1000.2,0.0,23.2
2014-07-13,23.1,38.4,5.6,1008.0,0.0,22.9
2014-07-14,27.3,53.4,9.3,1013.9,0.0,47.9
2014-07-15,27.9,49.5,7.9,1008.8,0.0,35.9
2014-07-16,24.1,50.9,5.0,1004.9,0.0,34.9
2014-07-17,27.1,43.2,4.8,1009.9,0.0,32.7
2014-07-18,26.8,44.9,6.4,1003.2,0.2,62.2
2014-07-19,23.1,38.5,4.0,995.1,0.0,36.1
2014-07-20,27.6,43.1,4.2,1000.5,0.0,19.9
2014-07-21,28.1,48.3,7.4,1008.7,1.6,73.6
2014-07-22,29.6,52.4,2.5,1009.6,0.0,41.9
2014-07-23,29.5,40.5,9.9,1014.4,0.0,34.8
2014-07-24,22.1,44.3,9.4,1011.2,0.0,20.4
2014-07-25,23.3,45.5,3.3,1015.6,0.0,44.3
2014-07-26,27.6,39.3,7.4,1009.8,0.0,34.8
2014-07-27,27.5,49.4,6.8,1011.4,0.0,56.1
2014-07-28,27.4,42.9,3.0,1012.3,0.0,24.6
2014-07-29,37.4,45.7,7.8,1004.3,0.0,29.8
2014-07-30,27.4,44.5,13.0,1012.2,0.0,16.7
2014-07-31,29.0,42.9,10.2,1002.5,0.0,24.7
2014-08-01,28.4,47.0,1.3,994.2,0.0,51.3
2014-08-02,27.3,46.1,6.9,1010.1,0.0,39.0
2014-08-03,24.3,45.4,9.1,1010.2,0.0,28.2
2014-08-04,27.5,43.8,2.9,1002.4,0.0,35.1
2014-08-05,22.7,49.2,9.9,1002.8,0.0,38.6
2014-08-06,24.2,56.0,2.6,1009.0,0.0,26.9
2014-08-07,23.4,48.6,3.9,1012.4,0.0,21.3
2014-08-08,25.0,53.0,2.7,1010.6,0.0,54.1
2014-08-09,31.5,41.2,2.3,999.6,0.0,38.6
2014-08-10,18.9,49.1,6.4,1007.1,0.0,24.3
2014-08-11,26.4,43.0,1.4,1010.7,0.0,31.7
2014-08-12,19.3,41.3,4.1,1011.2,0.0,24.1
2014-08-13,22.6,45.1,6.4,1014.5,0.0,46.0
2014-08-14,27.2,55.0,2.7,1005.3,0.0,49.4
2014-08-15,24.0,53.9,11.1,1012.2,0.0,32.9
2014-08-16,20.4,50.6,4.4,1010.1,0.0,41.8
2014-08-17,21.3,41.9,14.4,1006.2,0.0,31.5
2014-08-18,25.4,48.8,1.3,1012.5,0.0,38.4
2014-08-19,21.0,51.4,6.6,1005.0,0.0,36.3
2014-08-20,23.7,51.0,5.7,1009.0,4.6,71.2
2014-08-21,23.0,41.1,3.6,1009.9,0.0,22.6
2014-08-22,20.8,46.1,5.0,1009.5,0.0,24.2
2014-08-23,29.0,50.4,7.3,1011.0,0.0,27.9
2014-08-24,24.3,53.6,8.3,1011.2,0.0,33.1
2014-08-25,16.1,40.2,4.5,1014.7,0.0,34.4
2014-08-26,22.6,50.5,6.6,1009.5,0.0,45.0
2014-08-27,19.9,52.3,2.5,1019.8,0.0,56.9
2014-08-28,24.3,56.0,8.4,1015.7,1.1,73.7
2014-08-29,19.2,55.4,12.6,1015.5,0.0,52.5
2014-08-30,21.0,55.1,8.8,1013.8,0.0,45.6
2014-08-31,22.7,48.4,2.7,1006.1,0.0,41.4
2014-09-01,23.6,43.1,2.1,1008.4,0.0,41.2
2014-09-02,17.2,50.9,20.4,1015.1,0.0,46.7
2014-09-03,19.6,58.1,12.0,1015.9,0.0,49.2
2014-09-04,19.0,60.3,8.3,1015.4,0.0,44.2
2014-09-05,18.3,57.1,13.1,1014.2,0.0,49.9
2014-09-06,25.4,55.9,4.9,1017.8,0.0,59.6
2014-09-07,21.1,55.9,8.2,1009.3,0.0,47.7
2014-09-08,15.9,51.5,11.0,1017.6,0.0,37.5
2014-09-09,22.3,53.9,4.0,1013.8,2.3,82.1
2014-09-10,25.7,63.1,6.9,1009.9,2.1,69.2
2014-09-11,22.2,50.3,10.2,1011.8,0.0,36.7
2014-09-12,14.4,63.3,2.0,1015.6,0.0,43.5
2014-09-13,17.3,53.9,3.6,1008.3,0.0,42.7
2014-09-14,22.4,62.4,10.1,1011.3,0.0,64.8
2014-09-15,16.2,48.9,5.8,1016.1,2.0,75.4
2014-09-16,19.5,59.2,5.2,1012.4,8.8,60.5
2014-09-17,20.3,52.8,4.8,1001.1,0.0,36.6
2014-09-18,15.0,49.7,10.8,1005.1,0.0,24.7
2014-09-19,17.4,58.1,2.2,1007.7,1.9,88.7
2014-09-20,7.6,62.3,3.5,1016.1,0.0,46.5
2014-09-21,14.1,53.3,1.4,1009.6,0.0,44.0
2014-09-22,16.2,50.3,3.9,1015.6,0.0,41.5
2014-09-23,13.0,57.5,5.6,1020.0,0.0,49.6
2014-09-24,21.4,57.8,0.7,1016.5,0.0,18.9
2014-09-25,12.0,61.3,2.5,1016.2,0.0,54.9
2014-09-26,14.8,63.5,5.8,1018.5,0.0,48.0
2014-09-27,16.3,58.7,6.8,1009.5,0.0,57.2
2014-09-28,20.0,68.6,15.1,1009.7,9.2,90.6
2014-09-29,11.2,60.7,7.6,1009.1,19.4,87.0
2014-09-30,18.8,58.1,4.3,1017.1,0.4,70.8
2014-10-01,15.1,52.0,5.5,1022.8,0.0,30.7
2014-10-02,11.9,59.0,5.6,1012.8,7.1,87.9
2014-10-03,16.1,58.9,3.5,1001.6,0.0,54.5
2014-10-04,15.1,65.6,6.0,1008.2,2.0,87.9
2014-10-05,12.5,63.4,3.3,1011.0,0.0,55.6
2014-10-06,14.3,55.5,6.2,1006.7,1.6,79.7
2014-10-07,12.7,62.5,4.8,1009.0,0.0,39.5
2014-10-08,14.0,65.2,4.2,1014.5,1.0,96.0
2014-10-09,15.4,69.8,4.3,1016.1,16.7,88.2
2014-10-10,18.0,66.8,8.5,1001.2,0.0,55.6
2014-10-11,9.3,66.4,7.9,1013.2,0.0,52.3
2014-10-12,19.2,63.2,4.0,1011.1,9.2,58.5
2014-10-13,6.8,65.1,8.2,1011.8,0.0,60.8
2014-10-14,12.0,69.6,4.7,1015.7,0.0,49.7
2014-10-15,14.0,57.0,4.8,1012.9,0.0,48.1
2014-10-16,12.9,62.1,3.5,1011.8,0.0,43.9
2014-10-17,10.0,60.3,14.1,1011.2,0.0,46.8
2014-10-18,11.0,66.3,13.1,1016.4,3.6,82.3
2014-10-19,10.0,70.8,2.9,1011.7,5.1,82.4
2014-10-20,9.5,61.9,3.8,1007.1,3.9,79.6
2014-10-21,13.6,53.2,6.5,1013.8,0.0,38.4
2014-10-22,11.9,63.3,7.4,1008.3,0.0,42.9
2014-10-23,8.6,70.2,2.0,1008.0,0.0,71.9
2014-10-24,13.2,68.5,2.4,1014.6,0.0,50.5
2014-10-25,11.2,68.2,7.4,1014.1,0.0,63.8
2014-10-26,12.5,64.9,1.3,1009.9,0.0,61.6
2014-10-27,11.8,60.2,2.9,1015.7,0.0,59.4
2014-10-28,7.3,69.4,9.1,1019.0,0.0,53.9
2014-10-29,7.9,62.8,8.8,1017.8,4.6,80.9
2014-10-30,11.6,78.2,13.6,1015.7,5.2,96.5
2014-10-31,11.0,70.3,16.6,1007.0,0.0,65.6
2014-11-01,9.0,64.8,25.9,1022.5,0.0,52.4
2014-11-02,9.2,64.8,3.7,1018.7,0.0,59.4
2014-11-03,12.5,67.7,3.1,1009.5,0.0,55.1
2014-11-04,6.7,67.1,6.7,1017.1,0.0,68.3
2014-11-05,10.0,74.1,1.4,1016.4,0.6,94.0
2014-11-06,7.6,69.7,4.1,1016.5,0.5,88.4
2014-11-07,7.3,65.3,5.6,1025.8,7.9,88.7
2014-11-08,11.1,78.6,7.1,1005.2,2.8,100.0
2014-11-09,10.1,69.6,7.6,1008.0,8.1,83.6
2014-11-10,9.9,73.4,4.0,1004.0,1.6,100.0
2014-11-11,11.3,66.7,1.7,1015.3,1.5,78.6
2014-11-12,7.3,71.8,2.0,1019.6,0.0,62.2
2014-11-13,9.1,71.7,0.6,1017.8,4.8,83.8
2014-11-14,6.0,60.9,3.2,1016.1,0.0,47.2
2014-11-15,7.7,80.6,1.4,1018.7,0.0,63.8
2014-11-16,6.2,77.2,3.3,1015.9,2.4,100.0
2014-11-17,6.7,68.9,6.7,1020.8,18.2,83.9
2014-11-18,8.1,65.6,1.7,1022.0,0.0,60.9
2014-11-19,3.7,73.0,5.3,1014.0,0.0,57.7
2014-11-20,12.3,71.9,4.0,1012.9,2.6,91.8
2014-11-21,2.9,73.4,6.4,1018.4,0.5,100.0
2014-11-22,2.1,72.7,7.5,1026.6,1.6,85.2
2014-11-23,9.1,74.4,3.8,1011.9,0.1,87.2
2014-11-24,7.9,79.3,5.0,1022.0,10.5,96.8
2014-11-25,7.3,75.1,4.0,1009.5,4.7,94.9
2014-11-26,7.2,67.1,3.4,1023.1,0.0,63.3
2014-11-27,5.1,79.3,2.8,1022.2,0.0,69.7
2014-11-28,2.4,80.8,7.0,1018.5,0.0,73.3
2014-11-29,5.2,88.5,12.0,1022.5,0.0,67.0
2014-11-30,2.8,67.3,11.0,1016.6,0.0,60.3
2014-12-01,7.7,74.3,1.5,1012.0,0.0,67.5
2014-12-02,4.2,62.8,11.8,1026.9,0.0,59.5
2014-12-03,2.1,76.1,2.2,1016.8,6.2,92.8
2014-12-04,3.5,70.7,5.6,1022.1,0.0,60.6
2014-12-05,5.6,83.1,6.3,1023.2,0.0,80.2
2014-12-06,2.6,69.8,1.2,1023.2,5.1,79.2
2014-12-07,1.7,65.3,4.4,1022.6,1.1,67.3
2014-12-08,4.8,71.5,12.3,1021.5,0.0,50.4
2014-12-09,4.8,64.1,0.4,1023.4,14.6,77.7
2014-12-10,2.4,77.8,21.4,1020.9,2.8,100.0
2014-12-11,2.5,63.8,0.6,1019.1,0.0,74.1
2014-12-12,4.5,74.3,6.2,1011.4,13.6,85.3
2014-12-13,-0.6,63.9,1.2,1022.4,0.0,53.1
2014-12-14,-0.5,72.8,6.9,1025.9,0.0,57.5
2014-12-15,1.5,82.7,10.7,1014.3,4.9,100.0
2014-12-16,2.9,76.3,8.8,1017.9,0.5,99.1
2014-12-17,4.5,70.2,9.8,1020.4,2.1,81.5
2014-12-18,7.9,74.5,4.0,1024.1,0.8,88.3
2014-12-19,6.0,74.8,12.3,1011.7,0.0,63.3
2014-12-20,2.9,77.1,18.3,1023.0,3.2,100.0
2014-12-21,3.3,67.9,5.4,1017.1,0.0,81.4
2014-12-22,0.3,77.8,3.7,1017.0,18.6,82.3
2014-12-23,3.3,61.3,2.5,1014.3,0.0,64.4
2014-12-24,2.4,71.7,8.4,1016.0,1.5,96.7
2014-12-25,4.2,72.5,10.1,1020.9,0.0,50.8
2014-12-26,0.8,78.1,3.7,1019.0,0.9,100.0
2014-12-27,4.8,75.1,14.1,1021.7,35.3,100.0
2014-12-28,7.8,68.0,7.9,1011.0,0.0,58.9
2014-12-29,2.9,70.1,5.3,1022.5,0.0,73.7
2014-12-30,4.4,76.0,6.3,1020.5,10.3,100.0
2014-12-31,5.3,74.6,2.1,1010.3,0.0,67.7
2015-01-01,2.0,72.1,8.4,1027.0,0.0,64.1
2015-01-02,3.9,72.6,2.2,1020.3,0.0,63.9
2015-01-03,3.3,78.5,3.3,1022.7,6.9,100.0
2015-01-04,3.5,72.4,4.7,1024.5,0.0,60.9
2015-01-05,0.9,74.5,16.5,1024.9,0.0,74.0
2015-01-06,3.3,85.8,6.0,1018.2,0.0,78.9
2015-01-07,4.8,67.8,2.4,1021.7,3.4,88.8
2015-01-08,7.7,65.6,6.4,1007.6,0.0,52.5
2015-01-09,6.2,78.7,7.6,1019.4,0.0,65.8
2015-01-10,9.8,71.4,11.3,1024.2,5.9,94.6
2015-01-11,1.1,73.1,4.9,1016.5,0.5,100.0
2015-01-12,6.1,70.8,2.7,1022.0,0.0,65.8
2015-01-13,4.1,73.3,19.4,1027.3,4.5,86.2
2015-01-14,10.1,82.6,6.4,1018.9,0.0,56.6
2015-01-15,1.2,78.5,2.4,1025.0,15.8,100.0
2015-01-16,1.1,78.7,4.9,1012.1,2.6,100.0
2015-01-17,1.9,67.3,3.3,1014.9,0.0,54.5
2015-01-18,-2.6,68.5,11.8,1028.9,6.0,83.9
2015-01-19,2.3,60.0,7.6,1024.2,0.0,58.2
2015-01-20,1.6,70.1,3.9,1022.2,0.0,51.5
2015-01-21,4.4,78.8,10.1,1017.0,0.4,100.0
2015-01-22,5.1,76.5,4.6,1019.4,0.0,70.6
2015-01-23,9.8,72.7,4.8,1024.3,0.0,62.5
2015-01-24,7.1,73.6,2.7,1016.5,5.8,85.9
2015-01-25,2.6,70.2,2.6,1022.7,0.0,69.0
2015-01-26,1.7,74.5,18.5,1023.0,0.7,90.1
2015-01-27,6.0,77.2,9.8,1014.2,8.5,100.0
2015-01-28,0.6,65.2,0.8,1017.2,0.0,59.2
2015-01-29,10.2,74.7,2.1,1023.0,0.0,77.6
2015-01-30,8.3,77.7,1.8,1019.2,6.5,99.3
2015-01-31,3.5,70.8,5.2,1015.4,2.6,100.0
2015-02-01,-0.1,76.3,3.6,1019.0,0.0,71.8
2015-02-02,9.2,86.7,13.4,1011.0,9.1,100.0
2015-02-03,4.9,72.0,3.8,1023.4,0.0,58.1
2015-02-04,9.0,74.3,17.3,1014.7,0.0,73.1
2015-02-05,0.7,68.5,4.7,1019.0,1.2,84.9
2015-02-06,3.8,73.0,19.8,1022.8,2.1,85.2
2015-02-07,5.7,74.2,4.3,1009.2,0.0,59.5
2015-02-08,6.0,72.7,4.3,1017.3,0.1,90.8
2015-02-09,4.6,66.5,9.7,1018.1,4.5,100.0
2015-02-10,8.0,72.4,8.7,1015.1,1.7,95.4
2015-02-11,3.0,78.6,1.5,1016.2,5.5,91.9
2015-02-12,5.9,73.3,5.3,1014.0,0.8,100.0
2015-02-13,6.9,75.7,3.5,1018.5,6.7,97.6
2015-02-14,8.2,69.5,3.3,1011.4,0.0,72.5
2015-02-15,8.9,74.3,5.3,1016.8,0.0,83.4
2015-02-16,3.6,71.7,4.0,1016.0,0.0,46.8
2015-02-17,2.5,65.4,5.7,1016.8,1.7,61.7
2015-02-18,11.1,71.6,2.1,1015.9,0.1,100.0
2015-02-19,8.4,64.8,1.1,1013.8,0.0,47.9
2015-02-20,5.3,66.4,9.9,1024.2,0.0,39.4
2015-02-21,12.4,70.3,11.0,1013.6,0.0,55.1
2015-02-22,8.2,70.7,9.5,1021.6,0.0,51.0
2015-02-23,11.6,63.0,5.1,1010.9,0.0,45.3
2015-02-24,8.4,74.0,3.7,1012.4,12.1,100.0
2015-02-25,14.6,71.4,3.0,1004.9,0.0,57.8
2015-02-26,13.8,64.8,2.5,1011.1,0.0,38.6
2015-02-27,8.0,60.4,4.7,1015.3,0.0,50.8
2015-02-28,11.8,67.2,10.8,1015.0,0.0,48.7
2015-03-01,11.0,65.5,2.8,1018.5,0.0,53.0
2015-03-02,13.4,68.0,10.8,1016.9,0.0,56.1
2015-03-03,6.5,65.4,1.2,1022.9,0.0,63.9
2015-03-04,11.7,57.0,6.0,1010.2,0.0,41.9
2015-03-05,13.0,64.8,6.9,1014.2,0.0,61.8
2015-03-06,4.7,65.0,3.2,1013.1,0.0,39.1
2015-03-07,6.6,69.5,1.9,1019.3,13.4,98.5
2015-03-08,4.3,62.6,9.0,1027.4,0.0,65.6
2015-03-09,9.8,74.2,5.2,1009.6,0.0,61.9
2015-03-10,12.9,56.0,23.7,1017.5,0.0,37.9
2015-03-11,15.5,71.9,10.9,1018.0,6.6,81.1
